province,year,persian_year,fuel_dependency_hbsir
Isfahan,2020,1399,0.33983154331797427
Isfahan,2021,1400,0.3170634793876625
Isfahan,2022,1401,0.272777995169629
Kerman,2005,1384,0.21530076744821122
Kerman,2006,1385,0.21613988829997552
Kerman,2007,1386,0.29586046569768937
Kerman,2008,1387,0.23298385168044816
Kerman,2009,1388,0.2528630356968868
Kerman,2010,1389,0.27643111232269063
Kerman,2011,1390,0.37505696010229933
Kerman,2012,1391,0.3456156370006154
Kerman,2013,1392,0.2908459935181483
Kerman,2014,1393,0.3499371355246657
Kerman,2015,1394,0.3415417521109882
Kerman,2016,1395,0.3935194096630167
Kerman,2017,1396,0.420467740457132
Kerman,2018,1397,0.5224762466669804
Kerman,2019,1398,0.47776251002992604
Kerman,2020,1399,0.5417497315090857
Kerman,2021,1400,0.49174537762281395
Kerman,2022,1401,0.4808630967190709
Kermanshah,2005,1384,0.10079343587228831
Kermanshah,2006,1385,0.09009258670789658
Kermanshah,2007,1386,0.08690326307850817
Kermanshah,2008,1387,0.08169051774792827
Kermanshah,2009,1388,0.0844874451094787
Kermanshah,2010,1389,0.10147625050989773
Kermanshah,2011,1390,0.13009628028077425
Kermanshah,2012,1391,0.13128422087857453
Kermanshah,2013,1392,0.13452898814340963
Kermanshah,2014,1393,0.15999279337097566
Kermanshah,2015,1394,0.15436727757818675
Kermanshah,2016,1395,0.14847057048851514
Kermanshah,2017,1396,0.16869863706842209
Kermanshah,2018,1397,0.20033860375707926
Kermanshah,2019,1398,0.2161597595444824
Kermanshah,2020,1399,0.21203777731932164
Kermanshah,2021,1400,0.20613483948035338
Kermanshah,2022,1401,0.1824721067935156
Khuzestan,2005,1384,0.1557177202544304
Khuzestan,2006,1385,0.18705723903435187
Khuzestan,2007,1386,0.1973891533992203
Khuzestan,2008,1387,0.2014074854691456
Khuzestan,2009,1388,0.16657416207793266
Khuzestan,2010,1389,0.18659021686658844
Khuzestan,2011,1390,0.22746338693872908
Khuzestan,2012,1391,0.2348356571009994
Khuzestan,2013,1392,0.21099233206822715
Khuzestan,2014,1393,0.21956128735152236
Khuzestan,2015,1394,0.22391616805074452
Khuzestan,2016,1395,0.22085781044236677
Khuzestan,2017,1396,0.28076419788404555
Khuzestan,2018,1397,0.28218292234129666
Khuzestan,2019,1398,0.2783429291715715
Khuzestan,2020,1399,0.3052492356184023
Khuzestan,2021,1400,0.26182691836265715
Khuzestan,2022,1401,0.21300262717664642
Kohgiluyeh_and_Boyer_Ahmad,2005,1384,0.09045389218500222
Kohgiluyeh_and_Boyer_Ahmad,2006,1385,0.09641996880394473
Kohgiluyeh_and_Boyer_Ahmad,2007,1386,0.12265768803133274
Kohgiluyeh_and_Boyer_Ahmad,2008,1387,0.09866654459373615
Kohgiluyeh_and_Boyer_Ahmad,2009,1388,0.1502937100941929
Kohgiluyeh_and_Boyer_Ahmad,2010,1389,0.12136561487997209
Kohgiluyeh_and_Boyer_Ahmad,2011,1390,0.15221205363394807
Kohgiluyeh_and_Boyer_Ahmad,2012,1391,0.11456590533894088
Kohgiluyeh_and_Boyer_Ahmad,2013,1392,0.14250344576334467
Kohgiluyeh_and_Boyer_Ahmad,2014,1393,0.15355166066171422
Kohgiluyeh_and_Boyer_Ahmad,2015,1394,0.14681140793726277
Kohgiluyeh_and_Boyer_Ahmad,2016,1395,0.1265795686900439
Kohgiluyeh_and_Boyer_Ahmad,2017,1396,0.12795496487956476
Kohgiluyeh_and_Boyer_Ahmad,2018,1397,0.1413111350036744
Kohgiluyeh_and_Boyer_Ahmad,2019,1398,0.1544115606151181
Kohgiluyeh_and_Boyer_Ahmad,2020,1399,0.1717571978754626
Kohgiluyeh_and_Boyer_Ahmad,2021,1400,0.1546539191805408
Kohgiluyeh_and_Boyer_Ahmad,2022,1401,0.15983912579755824
Kurdistan,2005,1384,0.08638584359151888
Kurdistan,2006,1385,0.09816567238222
Kurdistan,2007,1386,0.09579945088055429
Kurdistan,2008,1387,0.0900689908446796
Kurdistan,2009,1388,0.09313754081493755
Kurdistan,2010,1389,0.08510028772039199
Kurdistan,2011,1390,0.12421625787958865
Kurdistan,2012,1391,0.12388829073330467
Kurdistan,2013,1392,0.12962909636983516
Kurdistan,2014,1393,0.13755571686070323
Kurdistan,2015,1394,0.14536034995261327
Kurdistan,2016,1395,0.1709645382038759
Kurdistan,2017,1396,0.19268691598439122
Kurdistan,2018,1397,0.1989819374244848
Kurdistan,2019,1398,0.2195858678114517
Kurdistan,2020,1399,0.22941410617583827
Kurdistan,2021,1400,0.21145433742446232
Kurdistan,2022,1401,0.17030529840050074
Lorestan,2005,1384,0.04529778340240711
Lorestan,2006,1385,0.06341657422655754
Lorestan,2007,1386,0.07286984514198715
